index,L_mean,A_mean,B_mean
3753,53.87316,2.1452734,0.9357804
3754,36.305405,5.818619,8.903916
3755,43.35283,1.2221841,-3.4825473
3756,48.47501,3.9861197,2.098014
3757,50.00788,-15.048599,24.512613
3758,50.1408,2.5034258,7.294122
3759,58.67356,2.4937236,12.030802
3760,47.248856,-11.910788,20.752235
3761,36.505157,-7.851643,9.159902
3762,27.831593,-3.790164,7.470484
3763,32.82626,3.4910913,-0.878477
3764,63.818565,-3.320614,-9.441351
3765,60.48504,3.1170492,-5.1078978
3766,45.488728,5.5461383,5.122221
3767,60.70478,-3.638851,5.2351465
3768,44.48503,-3.7608275,16.825703
3769,45.520016,-5.948319,1.225785
3770,58.733562,-9.659757,-7.348794
3771,42.46044,2.8314672,-19.675236
3772,43.783318,8.598756,0.21002674
3773,55.90213,24.861958,26.694992
3774,51.765564,-2.3839436,-2.70312
3775,41.421303,-1.7641802,15.894557
3776,22.190376,6.3089333,14.331097
3777,38.832535,-8.668412,-9.524731
3778,45.932343,-0.8133783,-8.380895
3779,75.64491,0.23692642,-1.2399229
3780,50.796127,2.523856,14.297396
3781,84.87923,0.7218478,0.31054023
3782,52.78214,6.3749237,4.925238
3783,58.074574,4.744554,22.709297
3784,55.394897,-15.293087,25.887398
3785,28.159576,-0.00085419015,0.0016224512
3786,53.115723,-9.491808,37.435585
3787,29.50148,-0.9371027,12.460271
3788,54.614265,2.4187074,6.5849524
3789,30.423443,15.472349,-45.86805
3790,44.331375,5.355723,13.105331
3791,75.20619,-4.5733843,-3.673676
3792,52.520554,9.57877,6.71015
3793,45.73575,-4.1330214,-2.3317158
3794,27.865164,3.1938043,4.429681
3795,42.073315,2.5572166,-4.4075093
3796,44.90374,11.3655615,19.515106
3797,46.67711,-3.0380933,21.971018
3798,47.118073,-4.2877464,14.879908
3799,49.445744,-15.762346,27.010696
3800,45.32041,8.760907,-24.273071
3801,55.49836,-4.503747,15.0715885
3802,31.789383,2.6964037,0.44972047
3803,31.444231,0.92914873,10.256461
3804,33.929375,3.2162638,10.957817
3805,44.99391,-4.0729256,7.183006
3806,45.16742,-8.781113,18.670534
3807,58.689457,-8.215176,24.607803
3808,36.149544,7.1457973,5.2800117
3809,28.909557,1.9765979,1.215019
3810,53.168655,1.0848532,2.0938034
3811,46.215073,14.42126,10.859783
3812,59.331894,6.6384807,-36.2398
3813,58.61062,-9.161479,19.831512
3814,40.333145,1.4372604,1.1153519
3815,58.841663,-6.55641,-10.42515
3816,54.39432,-4.670521,23.395725
3817,47.20059,1.8823711,10.881145
3818,50.6754,1.0315588,-2.4577937
3819,54.127373,-2.7000654,2.7732363
3820,58.33416,3.9652133,32.882072
3821,45.46364,-8.745106,19.275612
3822,69.08003,0.49357742,0.9529754
3823,72.373184,3.0746741,19.098232
3824,66.07295,-12.27059,33.63877
3825,23.472616,6.093976,21.546211
3826,30.966284,-11.093334,-0.32367873
3827,50.003944,-1.1182722,0.55818754
3828,49.577835,27.42675,21.41707
3829,55.080147,-0.7571734,-22.63558
3830,48.04932,2.465132,3.4989414
3831,74.9828,-0.0019164509,0.003639169
3832,64.92421,0.12671661,-4.593459
3833,73.29898,-6.953948,31.510416
3834,47.044044,2.11063,9.170893
3835,52.795235,-3.8461852,23.020195
3836,40.24813,13.579861,11.223272
3837,53.877914,-1.2047625,-0.26373577
3838,57.737114,0.2447225,-1.5829115
3839,38.10122,2.878447,13.49941
3840,53.411743,3.4787433,-3.081152
3841,46.319202,-2.3122506,5.0854206
3842,82.89917,-0.07488684,0.20669642
3843,24.311638,14.414709,13.677392
3844,47.940853,6.815754,14.267051
3845,54.773888,2.8704116,6.908134
3846,37.819813,-1.6216482,-4.808554
3847,41.969734,2.0892882,9.4593315
3848,57.777122,-10.996177,-31.791092
3849,53.01956,6.9783564,25.908567
3850,46.896824,1.926501,-0.36936015
3851,53.020927,-6.369159,4.9108953
3852,77.78627,-0.5635994,14.369311
3853,53.38888,-4.7575407,13.103336
3854,49.286766,2.959457,5.2570963
3855,54.276627,15.221355,50.127197
3856,36.573437,0.67480737,-2.8928542
3857,69.41458,3.0163255,-7.5426054
3858,52.04173,2.4433122,-0.75030386
3859,56.076622,-4.3343043,-8.144838
3860,70.501045,-4.1397448,-3.6878848
3861,30.402168,-5.1020637,15.56098
3862,53.96487,7.6761656,24.258118
3863,50.738686,3.2138119,7.890814
3864,48.725983,2.6375751,15.468729
3865,52.91514,8.757006,29.781898
3866,48.382034,-10.398724,5.0220757
3867,53.366936,6.3359804,20.071613
3868,58.04724,3.9571023,13.551716
3869,51.991383,2.46642,-28.34487
3870,59.00821,4.9849577,-5.5405874
3871,42.245502,-0.38785797,-1.503736
3872,53.725735,-0.0014618417,0.0027768023
3873,46.590027,9.775958,8.436314
3874,41.7463,20.283966,-6.9603076
3875,53.714615,3.7852993,7.2830305
3876,52.822227,2.0133297,15.684542
3877,51.072334,0.1309955,-2.383318
3878,50.957184,1.5834701,7.6153994
3879,58.63357,2.907123,13.168056
3880,48.568703,-12.575735,26.371601
3881,42.699623,2.8864522,-11.8787775
3882,52.04985,9.21537,-0.51815975
3883,31.923407,-1.2209461,4.4958057
3884,30.3773,-0.23503679,2.9100218
3885,43.148445,-2.7499433,-1.4161663
3886,45.008663,-1.2983226,2.3888423
3887,37.32379,3.1621075,13.216042
3888,83.167854,0.12287551,3.8892417
3889,71.088776,-2.797618,14.083258
3890,57.590668,-1.308434,17.092794
3891,48.14463,-0.69980645,8.872253
3892,74.37576,-0.736013,4.376835
3893,35.905773,1.1219025,-15.993631
3894,48.01355,1.8456925,12.610201
3895,55.101315,1.037265,-10.60824
3896,45.881023,-5.256438,12.225128
3897,37.94788,0.051077843,14.977758
3898,62.631653,-8.474586,-9.388738
3899,45.97708,4.8503375,8.073908
3900,18.05611,1.3053117,2.703114
3901,74.19201,5.2816334,7.388875
3902,66.502144,-3.5103652,12.628883
3903,64.61963,-2.751697,-9.198549
3904,52.936836,-0.5700407,-7.074189
3905,53.074837,-0.26997888,7.4932747
3906,65.72598,3.4269588,-22.345062
3907,73.504974,-0.73758876,-0.6015072
3908,58.948555,-6.0054607,23.627806
3909,55.834213,-18.579842,7.865899
3910,67.64077,-0.113847196,13.046003
3911,30.338682,23.91053,19.590254
3912,38.659286,-3.6737425,16.263668
3913,49.696087,4.170993,2.6232638
3914,65.33841,-5.0941677,2.7730863
3915,64.51019,-4.253545,1.1547774
3916,57.44212,-1.7677443,-4.70648
3917,49.952538,0.8983102,5.4315624
3918,67.89636,2.4000509,-29.041424
3919,50.860497,5.280682,-0.24449801
3920,18.18823,0.5365909,-0.2759658
3921,84.916725,-0.022227734,-1.0985036
3922,71.348274,-3.085481,-1.4702294
3923,44.607956,5.7089252,0.7783862
3924,37.695618,1.2780199,-4.9790564
3925,43.502323,-7.807384,16.079899
3926,49.029976,4.6414614,11.148708
3927,65.93065,4.891018,6.415626
3928,45.78856,2.5277681,-5.917534
3929,46.89454,4.767417,-3.4321544
3930,66.75608,-0.0017461788,0.0033174583
3931,66.92697,-3.682927,-12.692574
3932,41.600433,6.7672205,20.462101
3933,45.847065,1.2625048,10.254517
3934,55.875412,6.065589,38.88869
3935,46.305084,3.908379,5.657124
3936,53.356087,6.428137,0.39024782
3937,55.467445,9.918805,-4.933143
3938,49.980103,13.565096,8.362115
3939,51.291145,11.621853,10.1174135
3940,39.86303,0.72187895,-12.607647
3941,55.297684,-2.3900704,-6.9016175
3942,51.47369,-11.648279,23.730453
3943,49.297188,2.4538906,17.108898
3944,48.113327,-0.47261596,27.055029
3945,49.095463,-6.6162577,26.170362
3946,55.102055,9.553241,-8.40091
3947,66.57288,8.93751,7.1225424
3948,50.01394,-3.3445568,9.933164
3949,45.292145,-1.085498,1.7324371
3950,47.62874,-3.5384908,-23.264439
3951,31.410004,-0.800666,8.108849
3952,60.73822,4.1552906,29.775715
3953,53.096634,2.7741494,1.4199054
3954,63.23969,-5.868622,-9.259615
3955,51.07979,2.344451,26.353409
3956,49.245987,-0.30646694,18.059814
3957,66.26935,-5.247834,42.6718
3958,42.722282,1.2881128,-1.0336137
3959,35.17366,1.8969457,2.6801608
3960,44.720356,4.847783,6.7716684
3961,54.68216,1.2651947,10.037795
3962,61.57986,4.1333995,2.8718138
3963,38.090347,-9.855149,15.815442
3964,48.208023,2.278711,-6.236066
3965,57.270775,5.561944,6.280237
3966,29.764874,1.7800366,1.5602221
3967,57.109303,0.22831339,8.9026985
3968,66.000374,3.3238525,6.0900345
3969,54.048016,-1.934836,-7.12553
3970,42.956512,-14.697067,19.223522
3971,52.135098,-4.9138193,-23.122648
3972,69.788506,-2.7202559,-16.063284
3973,45.93705,5.416015,24.557367
3974,63.67411,2.3307574,-3.765899
3975,58.751606,-7.2462764,14.175003
3976,49.03631,-1.5209522,13.279405
3977,38.109417,1.4561343,-11.790965
3978,55.511875,0.17756641,2.1718905
3979,79.09825,-3.3759785,-2.8899527
3980,46.710667,-7.0942974,6.8067503
3981,59.457558,-1.1386795,12.8206
3982,23.284267,-2.6616588,7.8230968
3983,55.26758,-2.5776284,-1.7944721
3984,59.98565,0.23417851,-3.5774946
3985,73.60826,-1.1195511,8.515651
3986,32.627777,5.803194,8.173828
3987,47.439735,1.8632936,5.2211666
3988,54.67875,-1.8919641,20.226192
3989,57.76551,-6.2921677,7.082319
3990,46.60698,-7.3760977,-0.8086246
3991,47.649742,-3.7850225,18.961739
3992,50.23329,-5.5474167,-6.183503
3993,36.981915,-3.8466694,17.296959
3994,41.320625,-10.497435,5.2451277
3995,60.600185,8.021334,15.793802
3996,53.56331,-4.4783735,-0.5662272
3997,54.350906,7.7406964,20.518406
3998,56.722626,-0.08169651,6.3633986
3999,40.636284,-21.407522,24.525982
4000,59.005592,-0.20996302,-7.594766
4001,65.671844,1.1406015,-2.1259127
4002,65.286736,1.622298,8.5007715
4003,54.937454,-2.2568967,4.4155765
4004,44.389385,8.352743,15.857634
4005,55.48309,-4.939803,-0.27038822
4006,47.180458,25.893051,12.080158
4007,43.433655,0.017716542,4.629004
4008,40.246582,4.5959005,14.454204
4009,58.496395,-1.9767951,9.138426
4010,40.44512,10.522919,15.346973
4011,39.126007,0.49016666,-1.9230673
4012,53.606594,-2.5451117,-4.939011
4013,46.715538,-0.32960817,2.9644806
4014,49.890007,-12.465584,18.720488
4015,50.748287,1.2669439,6.7458367
4016,53.59692,-14.72712,3.9966774
4017,36.298958,0.97774947,-5.042925
4018,53.03836,4.320373,-12.657955
4019,58.637466,0.8375728,4.13301
4020,37.81317,3.6284254,-2.3411243
4021,52.4722,-4.5703382,0.6628382
4022,40.3929,0.44180098,15.71719
4023,57.646275,0.60027647,9.158491
4024,48.641533,-7.6964574,14.24425
4025,53.203674,25.113586,20.595371
4026,44.038574,19.167915,38.124855
4027,79.09589,0.24614409,7.308008
4028,44.680504,0.72780883,1.3855591
4029,63.79986,5.4920025,-11.487131
4030,67.80332,-6.621684,-14.428282
4031,43.56962,0.88276124,2.4686632
4032,49.896706,-3.6336093,14.249622
4033,30.636938,15.385727,17.640263
4034,31.0321,-3.5883286,-6.089459
4035,40.544605,3.4192367,4.9633837
4036,37.62225,13.626098,-34.852634
4037,56.286667,-2.4312427,20.994606
4038,50.669178,-1.4496076,-0.7171032
4039,43.27523,0.037128575,-0.014073104
4040,44.97007,6.4187684,25.045162
4041,48.090523,11.706739,10.043762
4042,38.19395,6.227009,1.0234281
4043,43.993122,-5.836524,10.019091
4044,37.399723,13.211109,18.549858
4045,56.192,-2.6512434,-6.191103
4046,45.21066,-0.7942386,-12.355001
4047,49.622192,1.2497331,-1.924001
4048,59.29886,-0.0015847618,0.00301626
4049,55.155186,5.795195,0.7111748
4050,39.369568,0.6410161,10.598826
4051,59.1137,2.129726,-32.836384
4052,50.365746,-1.5440949,12.101888
4053,55.397655,0.8468137,4.593181
4054,54.90171,-14.521941,26.775078
4055,41.531883,-12.765598,29.016314
4056,75.16356,2.594811,-8.938455
4057,23.705147,9.562021,2.5755625
4058,53.568592,5.304317,7.1661577
4059,57.18392,-3.2421658,-0.48548675
4060,55.396782,-1.2883731,-5.45859
4061,70.175705,0.76469505,-14.069043
4062,38.212883,3.1856685,-10.224469
4063,45.87287,-4.8214383,25.633114
4064,29.474743,-13.667817,11.180653
4065,43.416744,9.242201,4.881818
4066,38.577675,-1.1239252,-6.6163254
4067,47.098274,0.6353861,-3.8232837
4068,62.08457,-2.5146432,1.450101
4069,42.81912,7.6740403,12.4826355
4070,49.7203,1.7210047,5.2636886
4071,51.732582,3.3297625,0.90735966
4072,54.109535,1.1102273,9.609524
4073,43.777554,1.5918605,5.123828
4074,59.329872,1.3282416,1.2818074
4075,50.57047,2.2766857,12.496774
4076,47.180233,4.423967,7.3215456
4077,49.66912,1.8219875,17.235308
4078,56.165596,3.364766,4.9825716
4079,73.06352,0.9299325,-3.7684069
4080,37.044373,1.9854937,-28.561646
4081,44.411694,-9.321621,17.664179
4082,72.40523,0.9153224,-0.22115982
4083,48.767666,5.7111874,8.274357
4084,25.71368,3.2428427,-0.4248716
4085,72.05911,-3.1848004,12.5187235
4086,37.51043,13.749261,9.760382
4087,18.993958,5.856658,-0.30664706
4088,39.483406,-1.8560896,19.2298
4089,39.573685,2.508844,11.377611
4090,57.583122,-0.40270066,19.05901
4091,45.740055,10.476305,17.768131
4092,58.513866,0.65089875,5.422613
4093,70.28201,0.37825295,3.977667
4094,51.35559,19.766838,0.6823534
4095,48.209606,-13.735184,21.717701
4096,70.54258,-6.8615317,-8.970491
4097,51.75716,2.8131824,1.3526785
4098,53.952244,-6.1399307,12.386578
4099,42.74714,6.337331,-5.5532894
4100,42.40331,-5.702452,11.898408
4101,13.760939,5.5150733,1.4878687
4102,46.235603,0.9878859,5.4407754
4103,30.739605,3.5717149,13.1105995
4104,54.1166,-4.5096684,36.73056
4105,53.05841,6.9490805,4.940055
4106,39.010284,2.1373858,16.819191
4107,76.83656,-0.93311787,1.1238489
4108,38.798714,4.3096275,1.6929846
4109,53.39598,-0.97364306,11.827375
4110,74.52319,1.9178064,-8.518284
4111,41.46988,-8.761559,3.4289048
4112,45.90005,-1.337224,22.255964
4113,57.31555,-0.84245276,1.4013014
4114,50.62709,7.4813128,15.537254
4115,38.895576,-0.41470298,1.8017385
4116,44.84382,-5.28329,21.065168
4117,54.877907,-0.0014821636,0.0028165146
4118,27.16475,0.18686318,2.4641097
4119,50.917717,3.8686178,11.145088
4120,45.139343,-16.7506,17.51691
4121,33.49726,2.5044913,-9.742285
4122,22.252504,-10.522206,12.347269
4123,29.422829,-2.895574,5.7879953
4124,37.68161,3.373955,6.3159876
4125,36.94114,2.2128763,10.936293
4126,27.460482,-0.24261534,12.237775
4127,45.470043,7.0576544,3.7983127
4128,50.767307,3.46775,4.0380454
4129,72.33186,-0.001865279,0.0035427278
4130,43.95325,10.274637,18.708033
4131,31.851479,-0.5072663,-10.513471
4132,17.433563,3.110077,3.50313
4133,52.88993,0.66114223,1.5776523
4134,51.262222,2.1698494,-1.2576435
4135,36.12599,15.283676,7.5167146
4136,46.208035,-5.6772103,-1.1799872
4137,47.298775,-0.87431204,-2.654718
4138,67.10452,-16.335602,13.205923
4139,43.694588,2.7689586,21.576069
4140,78.7392,-3.9197035,-5.30742
4141,65.149864,1.1851914,-2.4739695
4142,43.21654,1.3259772,11.289769
4143,29.236448,6.6744328,13.264815
4144,39.4011,6.776066,25.269106
4145,41.07751,0.816648,3.5919895
4146,35.864124,8.108734,7.5672736
4147,56.269356,0.4650669,4.2209787
4148,54.257454,7.743097,14.584444
4149,49.626377,6.8016515,7.384103
4150,32.495564,-1.0261047,1.4702154
4151,53.370922,5.091856,18.044405
4152,56.29239,-12.594217,24.843395
4153,53.940254,-3.231393,8.924128
4154,58.109406,-0.778904,30.079525
4155,45.99379,8.0486765,-37.763336
4156,60.011642,-5.272059,6.931306
4157,70.626595,-0.20923069,0.9701979
4158,58.948895,-13.497458,32.63539
4159,61.33311,-2.1317048,1.042064
4160,62.7406,1.3235693,41.28064
4161,45.595085,-0.15424553,0.6394313
4162,65.70857,3.9985936,4.180051
4163,55.159912,5.383216,-12.454686
4164,42.435043,6.4662976,8.713911
4165,58.83866,5.123131,-21.271591
4166,46.375294,-0.64745504,-0.41173315
4167,53.801434,0.4012481,9.049004
4168,43.018635,3.0994005,10.339115
4169,75.771454,-0.30673102,0.27820647
4170,52.83547,2.5877187,-2.6399655
4171,44.95201,-1.0613716,-0.72120744
4172,48.43061,0.48979056,-4.850548
4173,51.278397,-12.571379,13.2646675
4174,61.610573,-0.0016386621,0.003112777
4175,58.843853,2.187767,12.5976925
4176,46.42534,1.0870105,-5.52379
4177,41.812164,0.45211685,-0.36586767
4178,48.857048,-9.022811,26.656122
4179,32.187534,-2.7980986,5.3851433
4180,31.576141,-4.528269,0.065187454
4181,36.76715,-6.0283804,9.121896
4182,47.237015,3.6336036,7.717077
4183,54.263695,2.3543992,-1.1447544
4184,49.07091,-7.7469635,16.303543
4185,43.00828,-1.1574365,16.347881
4186,50.34114,-0.95643187,13.099473
4187,60.192486,-6.171726,23.180265
4188,60.375145,-1.8522694,19.140781
4189,61.253677,2.6569839,32.4639
4190,63.57222,-0.12901194,2.1336105
4191,58.299973,-1.5499625,-0.18551517
4192,45.74876,-5.145692,-3.897864
4193,39.029675,-0.49429512,3.406601
4194,35.898888,23.378674,36.66417
4195,55.7986,1.1974967,3.2811437
4196,49.789146,-11.460075,3.0995188
4197,23.65504,7.9009624,10.364256
4198,74.57126,-25.766876,25.491608
4199,42.081078,-10.114653,26.89127
4200,43.271366,-6.495574,13.286007
4201,38.424248,7.3465157,22.909035
4202,73.71007,-11.21484,-22.127554
4203,45.144817,-4.7654843,18.941982
4204,42.18216,-5.6767325,-4.121176
4205,40.382633,-4.3853083,-17.964733
4206,53.381195,7.6166973,26.06892
4207,55.374535,-2.0247579,-1.6521733
4208,58.135212,-0.6607007,20.858713
4209,54.41738,-3.2950327,18.113613
4210,50.755447,-8.587116,0.102128506
4211,55.293926,3.0642266,28.094507
4212,54.408054,-2.6509655,15.095906
4213,29.16225,-1.1498647,1.5608519
4214,60.384563,1.5869157,5.687846
4215,52.581528,-2.1055734,2.5410876
4216,66.67179,0.9797342,15.276445
4217,22.931108,0.0033154488,9.197573
4218,41.364433,5.5121365,-6.2203093
4219,40.68672,3.3968322,5.591116
4220,34.14713,1.2292321,3.0746167
4221,70.29668,0.16277431,2.020959
4222,71.119705,-6.6859117,4.7551193
4223,53.069855,1.630592,-4.0238333
4224,49.896133,-3.439515,10.915692
4225,59.872036,-10.402156,-0.2940197
4226,57.700134,4.356062,-17.378828
4227,37.362724,-1.8099928,8.769749
4228,55.67271,-1.301688,-1.8567889
4229,60.688324,-1.7598352,-36.53538
4230,55.239365,0.86370987,1.2547979
4231,47.53911,-5.7683377,22.487812
4232,47.389893,-6.309293,14.686295
4233,48.54486,-2.0311487,-5.301162
4234,55.88119,-1.9268618,13.25531
4235,41.85293,-2.0332642,5.822973
4236,36.885834,3.2576177,1.3330424
4237,65.93196,9.301418,-2.985448
4238,63.767303,-1.7899495,4.670179
4239,59.74087,0.68941134,-40.71356
4240,78.205215,-1.1809781,11.376773
4241,52.73952,2.6074214,-1.2075367
4242,69.02559,1.2374115,14.554955
4243,40.736298,7.244316,9.420489
4244,44.267303,5.287027,7.890092
4245,63.673393,4.895347,0.9709084
4246,48.46175,0.4537176,-16.761974
4247,57.203518,2.5108378,17.023994
4248,62.601288,1.7393104,11.478771
4249,64.095085,0.6743425,-4.861513
4250,51.11004,-2.9268699,4.3692436
4251,49.69441,5.7878847,-5.5251074
4252,47.03222,1.9136491,7.3778152
4253,70.49669,-3.427493,12.912724
4254,47.00659,8.737487,11.935219
4255,46.84484,-6.725728,12.971563
4256,79.16553,6.0738425,3.7976844
4257,68.37781,1.7698677,0.092814445
4258,54.444427,-11.115732,28.607338
4259,38.357494,-17.448671,17.918684
4260,48.210262,7.908224,14.701833
4261,70.632416,9.5379925,5.256013
4262,47.55558,-14.212432,12.548208
4263,52.145714,3.0424023,15.955813
4264,56.37992,2.69901,16.098587
4265,49.389233,1.2848508,-2.3089178
4266,66.77955,-1.8724515,2.8736067
4267,61.33494,4.7712893,4.138769
4268,48.38829,19.951927,19.28504
4269,48.74298,9.69532,-28.75592
4270,68.12402,-6.4317417,9.966385
4271,81.43019,1.4538757,-4.3173556
4272,34.862473,0.7336297,-5.04887
4273,63.911278,0.48524734,0.22365202
4274,64.00489,0.30567646,0.73476505
4275,51.773994,2.9805508,11.481228
4276,67.81459,-0.862263,-2.3470643
4277,55.599228,-10.318657,-9.703872
4278,60.298428,-15.111738,36.118347
4279,35.77086,-2.4748223,12.092245
4280,42.27417,5.3030095,9.516996
4281,51.132103,-0.6129472,-13.888256
4282,30.084057,-0.29991427,-18.295975
4283,43.31347,0.5111877,2.7463183
4284,29.584984,-5.16866,14.96879
4285,54.266457,4.7641215,7.7876263
4286,42.949486,-8.326042,-4.6705317
4287,62.497402,-3.2179787,-7.646014
4288,37.629803,1.5878448,8.734614
4289,51.354477,9.604109,11.497217
4290,50.18815,1.5721433,24.299253
4291,49.084038,2.6336985,-0.86335933
4292,45.134567,2.120531,-11.266035
4293,40.017635,2.2916327,2.9215784
4294,53.266586,1.6470515,17.496151
4295,49.208652,2.1963913,-20.233202
4296,66.01376,3.4485993,9.294171
4297,35.367455,-6.241264,17.24915
4298,53.542816,-1.0542837,-1.3252373
4299,45.558346,-0.25703683,0.5116882
4300,74.63678,-2.0415628,-13.940369
4301,52.628326,4.27133,14.412484
4302,27.435991,2.6489809,2.354062
4303,50.991894,3.7011192,2.074936
4304,34.015495,-0.35940883,-1.4719312
4305,50.202362,-4.035024,0.7287829
4306,67.83328,-3.6683843,10.814342
4307,53.322823,5.42046,22.016344
4308,58.80941,0.56109977,2.421131
4309,41.12641,0.825335,9.348952
4310,41.547844,1.561075,7.9885592
4311,60.416214,-1.2538729,-21.285006
4312,47.21725,3.6122737,0.56824195
4313,52.826294,-0.88137674,0.3611591
4314,39.57489,-4.651368,11.828346
4315,53.548523,4.283289,14.701513
4316,76.13501,1.9074268,12.445847
4317,37.31695,-8.03221,7.961496
4318,49.96029,0.28030407,5.5222664
4319,52.624153,3.0764918,3.0859118
4320,56.056057,-1.8807759,-14.419209
4321,42.498558,24.139187,16.840782
4322,78.079544,-3.4696712,3.1028748
4323,30.575378,-7.4460726,21.633316
4324,31.881664,0.15530393,23.156796
4325,43.184555,-3.400504,12.241167
4326,50.119225,7.8032064,-0.13266507
4327,35.308876,11.167074,6.451374
4328,34.626633,-7.4284983,15.274628
4329,77.01688,3.9634857,14.045761
4330,52.73897,1.5734506,1.4975911
4331,55.02926,-0.08776992,0.012792934
4332,45.264328,-1.485181,-4.9167643
4333,36.721786,-8.265352,24.103397
4334,51.131912,15.718988,11.844471
4335,46.86753,-1.2846488,-3.285706
4336,34.87549,5.5348444,14.952667
4337,68.32706,-5.418999,-13.974314
4338,53.460503,5.840903,-22.301352
4339,46.36737,-0.10700022,-9.294876
4340,59.481705,2.9451306,8.791737
4341,60.769623,-13.104182,29.577286
4342,45.996872,7.4427576,6.8735924
4343,60.507236,-1.4108793,15.806347
4344,56.86467,10.788961,0.026617527
4345,44.807537,-1.1594781,11.019768
4346,52.01725,13.002758,5.756428
4347,64.08249,-0.13416052,7.351311
4348,83.041016,0.15655506,-0.60888267
4349,43.25436,7.9290547,32.612453
4350,51.404625,-2.2961206,1.3497815
4351,52.96778,-3.451045,-14.340442
4352,32.722763,-1.1893802,3.0218089
4353,63.399063,-0.0016774212,0.0031854403
4354,35.83762,28.442516,21.297138
4355,87.64517,-0.31899557,6.1892347
4356,53.511497,14.797872,25.057457
4357,52.184307,-9.534878,13.50103
4358,48.51018,7.1612325,5.0304203
4359,55.088257,-9.740709,3.3550253
4360,44.02755,4.86505,16.151716
4361,53.200096,2.93229,4.8226404
4362,51.602673,-3.6813087,-2.6475034
4363,46.424534,1.9565963,-3.5062728
4364,54.69323,5.792242,-15.79468
4365,38.99752,3.2826135,6.479824
4366,57.088936,7.5036926,7.1760077
4367,48.262234,-13.022614,19.384518
4368,60.11255,-4.0940795,2.237647
4369,54.217216,-2.3104334,8.39303
4370,58.026234,-2.406927,5.6059694
4371,51.813625,-1.4223315,-3.5360265
4372,71.6714,7.643786,11.4254265
4373,53.204556,-1.1260839,-4.6478424
4374,57.663555,0.6604061,2.3820724
4375,86.80654,1.086619,3.6643207
4376,47.189606,0.028123736,32.848053
4377,33.759453,2.1343007,10.816032
4378,44.855675,4.6684155,0.44957483
4379,45.130314,-1.2281646,10.715884
4380,50.748177,0.3243189,-2.4359612
4381,50.377296,-2.86826,16.397232
4382,48.15615,11.121393,-6.4432397
4383,50.213505,-3.9065332,-27.66439
4384,49.40181,-9.795278,25.312325
4385,57.56454,-1.3604059,13.497485
4386,46.213036,8.687603,5.8528795
4387,68.89857,-0.0017790007,0.0033761463
4388,71.324615,8.587171,16.375181
4389,53.714485,-1.8581405,16.424084
4390,60.055676,-1.2547283,-0.81732833
4391,47.049072,-6.610259,8.366352
4392,50.379135,1.2138331,2.171875
4393,44.43435,-4.7927876,11.152779
4394,30.486677,3.9884953,8.677426
4395,44.529892,-7.4439373,8.233694
4396,56.327244,-0.48942894,-2.075577
4397,53.270424,4.725061,-0.3733394
4398,56.126823,-0.8513108,4.1067114
4399,41.930443,-0.9694203,-1.1477362
4400,12.535891,-2.2040856,7.6347995
4401,74.48883,6.52912,7.608385
4402,62.846634,14.081035,6.1040125
4403,50.352516,1.7055953,8.186607
4404,26.343952,7.483668,16.513094
4405,46.76071,1.1864481,16.202314
4406,63.331234,1.7563727,5.181486
4407,50.93078,7.0817266,4.0130134
4408,30.909088,7.147094,-14.531176
4409,55.273968,-0.8551592,6.0555134
4410,37.204964,2.5273848,-2.4410527
4411,47.753784,-1.5088272,8.671007
4412,54.371864,8.127016,13.13771
4413,27.556915,-5.6651006,15.362871
4414,39.856102,3.042562,10.232866
4415,38.819916,3.6955676,17.762302
4416,76.89278,0.22243345,1.6582589
4417,43.26071,5.2924013,16.89959
4418,85.15422,2.3710585,0.947922
4419,55.588097,3.7442548,3.042198
4420,61.694927,-3.526315,-10.750732
4421,40.828156,1.4415231,4.196026
4422,48.37039,-10.361669,13.322166
4423,46.16135,-9.656268,14.547701
4424,52.523754,1.518245,13.280333
4425,48.71659,-32.568367,31.774136
4426,26.649723,3.3847816,6.447902
4427,60.18943,1.6728355,4.7071495
4428,49.32646,5.0198765,0.31736165
4429,47.481808,-0.3473369,21.78431
4430,52.828926,-4.268307,13.0693
4431,64.851585,0.07932821,4.4631567
4432,54.84088,0.3522424,-5.198099
4433,43.36859,-0.80844355,-1.801526
4434,60.803474,-3.6425848,20.629585
4435,81.06308,1.8068752,0.36825514
4436,55.92811,13.258806,8.384281
4437,48.98384,-9.244194,37.889206
4438,48.940155,-0.7774822,9.449048
4439,39.008278,5.7556257,5.3402767
4440,53.91376,-4.92301,30.35811
4441,39.94851,-6.594115,16.790321
4442,57.463093,-12.830202,17.269098
4443,46.49961,13.662472,-17.785387
4444,52.401527,-2.2093449,-5.67935
4445,43.52727,-9.251129,7.2046013
4446,60.96935,-2.2790267,3.2876856
4447,41.665848,-10.447138,11.940486
4448,65.76738,1.8702064,1.8290713
4449,50.163475,6.1292887,12.32189
4450,36.460014,-2.4308896,20.840618
4451,58.145645,8.249208,11.154994
4452,59.469345,7.8541937,22.432165
4453,60.811993,-2.393957,1.2485428
4454,54.555397,3.9936905,-2.6403403
4455,62.09143,-0.89853,-4.9586115
4456,43.358948,-0.12790658,0.529695
4457,46.360355,-2.3095217,-9.405038
4458,53.020485,16.161211,-1.6349798
4459,34.139313,11.0373335,20.094316
4460,46.618958,9.841069,13.9266815
